name,filter,mjd_max,flux_max,flux_err_max
SN1999ee,V,51471.0,5.171466982946717e-15,9.78497811140312e-18
SN2008ec,B,54674.0,3.1225751748202186e-15,2.29066283459287e-17
SN2008ec,I,54672.0,6.763597958438138e-16,9.491550055843247e-18
SN2008ec,R,54675.0,1.4642396213695382e-15,8.210295581722272e-18
SN2008ec,V,54674.0,2.087352542935329e-15,1.4600264514576206e-17
SN2002cd,B,52384.0,8.480437265623866e-16,6.126744003957404e-18
SN2002cd,V,52385.0,1.1703948169226992e-15,6.6197682384997705e-18
SN2002cd,R,52385.0,1.0614060190220659e-15,4.5364762174661584e-18
SN2002cd,I,52383.0,6.450283627547821e-16,4.162751691948483e-18
SN2007le,B,54398.0,1.6302399981741026e-14,5.912027293907183e-17
SN2007le,V,54401.0,1.226345816060252e-14,5.783517924797546e-17
SN2007le,g,54400.0,1.3542314004403421e-14,4.484377680752229e-17
SN2007le,i,54396.0,4.161144061342871e-15,1.3837954193459226e-17
SN2007le,r,54401.0,1.016849464074797e-14,2.697240689096721e-17
SN2007le,I,54397.0,3.734669929366046e-15,5.2845319805595463e-17
SN2007le,R,54400.0,8.696674246246582e-15,4.7375140767632534e-17
SN2007bm,V,54226.0,7.955647650972625e-15,6.504885621134187e-17
SN2007bm,B,54224.0,8.642148888512997e-15,1.22971682350565e-16
SN2007bm,I,54224.0,2.9228249612028487e-15,3.819684975780136e-17
SN2007bm,R,54226.0,5.92629940635088e-15,4.0821201736157956e-17
SN2013gh,B,56527.0,1.1112313336996792e-14,4.448072039562035e-16
SN2013gh,g,56529.0,8.34312730319881e-15,2.4012092072547453e-16
SN2005iq,V,53689.0,6.583666569779344e-16,4.710800752684293e-18
SN2005iq,g,53688.0,9.60804868445645e-16,4.324622118726512e-18
SN2006oa,r,54068.0,1.9454588689103663e-16,2.761187269349637e-18
SN2006oa,g,54066.0,3.678300664488764e-16,2.9444056448911848e-18
SN2006oa,V,54067.0,2.5096592869573106e-16,3.2323792399506377e-18
SN2006oa,B,54065.0,3.883930970362399e-16,8.876249892744999e-18
SN2007cq,V,54282.0,1.2864449618553353e-15,7.935332729548236e-18
SN2007cq,B,54280.0,2.0198025422378415e-15,1.2039953211523165e-17
SN2007cq,R,54282.0,8.0168263515479725e-16,5.140253450673046e-18
LSQ12gdj,i,56251.0,4.474461714244579e-16,2.9242561346662716e-18
LSQ12gdj,r,56257.0,1.173933854764975e-15,4.481502006423621e-18
LSQ12gdj,V,56257.0,1.5191551940233296e-15,4.670355875802727e-18
LSQ12gdj,B,56252.0,2.670423366807386e-15,1.030703109837482e-17
LSQ12gdj,I,56251.0,2.7652709544548524e-16,9.2725259157981e-19
LSQ12gdj,R,56257.0,9.364269812527991e-16,3.209963186415535e-18
SN2003fa,B,52807.0,1.2825394064593075e-15,8.323572634248054e-18
SN2003fa,I,52804.0,1.823194657047107e-16,3.005638094201847e-18
SN2003fa,R,52809.0,4.564645248367749e-16,2.551569047265633e-18
SN2003fa,V,52808.0,6.997151897413186e-16,3.4447186696346577e-18
SN2012dn,g,56134.0,8.892166410866453e-15,1.2113160120927012e-16
SN2012dn,B,56132.0,1.1225058760199528e-14,8.655035588711887e-17
SN2009Y,V,54879.0,7.967217586058455e-15,7.425064932066192e-17
SN2009Y,B,54876.0,1.09454258538092e-14,1.6902545589584488e-16
SN2006bh,V,53834.0,6.044701977898116e-15,1.2053296649833482e-17
SN2006bh,r,53834.0,4.601885075806623e-15,2.6547719694163593e-17
SN2006dm,B,53928.0,2.2349392633031343e-15,2.9216530805927146e-17
SN2006dm,I,53927.0,3.8101490180814276e-16,5.339691533577256e-18
SN2006dm,R,53929.0,9.314424118664993e-16,1.1682418844753763e-17
SN2006dm,V,53930.0,1.3546289790692055e-15,1.9737269633414682e-17
SN2012cg,B,56081.0,8.832730318645879e-14,6.58365362491605e-16
SN2012cg,V,56083.0,5.843134421245827e-14,7.581459807102675e-16
SN2012cg,I,56080.0,1.7227550292225853e-14,1.9482040900250203e-16
SN2012cg,R,56083.0,3.7273271420430544e-14,1.3340919845401054e-16
SN1995D,V,49769.0,1.801818304067891e-14,7.781617122672356e-16
SN1995D,R,49768.0,9.684913359099118e-15,3.6512953651745305e-16
SN2006lf,B,54044.0,5.292689342976921e-16,8.358272862198719e-18
SN2006lf,V,54046.0,6.36548923273386e-16,5.307292591838635e-18
