name,filter,mjd_max,flux_max,flux_err_max
SN2004fe,i,53321.0,17.05059749590295,0.00554446817383469
SN2004fe,r,53321.0,16.96997971232844,0.009140820958306185
SN2004fe,u,53315.0,18.113220954098896,0.011203845880972438
SN2004fe,R,53320.0,16.590129551368463,0.012020296793987419
SN2004gk,R,53339.0,13.737916464746279,0.06593452309507711
SN2004gk,V,53339.0,14.020247580591032,0.009136237175839085
SN2004gk,r,53339.0,13.84882931419598,0.012256071773748458
SN2004gk,i,53334.0,13.536352784711486,0.07367945331190134
SN2004gk,B,53339.0,14.88462077321032,0.028159164447986787
SN2004gq,B,53358.0,15.825014394284336,0.005327640893829128
SN2004gq,V,53360.0,15.368710670876073,0.037357436371797496
SN2004gq,g,53359.0,15.5677797571653,0.00402008305894109
SN2004gq,i,53364.0,15.09870705283743,0.008123136160457633
SN2004gq,r,53362.0,15.242391701130158,0.005870130287899297
SN2004gq,u,53356.0,16.446652409587667,0.005729745716075069
SN2004gq,R,53363.0,14.915713697335402,0.014004191002312432
SN2004gq,U,53353.0,15.790896159204133,0.04362234427130274
SN2004gt,B,53358.0,16.318765639709003,0.016397568495082848
SN2004gt,V,53362.0,15.414848166023988,0.0075661546532525
SN2004gt,g,53360.0,15.892033527750332,0.009134895781211641
SN2004gt,i,53366.0,14.917677377033435,0.00851573658545044
SN2004gt,r,53363.0,15.095226571477728,0.007607481813874867
SN2004gt,R,53360.0,15.277915964943668,0.04773529761118054
SN2004gv,B,53365.0,17.671527692134436,0.007726114847148197
SN2004gv,V,53366.0,17.23811353589331,0.004909036403223196
SN2004gv,g,53365.0,17.416601822302567,0.005452389113853345
SN2004gv,i,53370.0,17.064125730990284,0.007422495519782962
SN2004gv,r,53368.0,17.081954069563963,0.005037524453866025
SN2004gv,u,53364.0,18.326720778369797,0.013995529842423986
SN2005az,i,53480.0,15.988686759858744,0.012666083296965763
SN2005az,V,53474.0,16.11914285714289,0.018930609228605483
SN2005az,R,53475.0,15.725300095518293,0.011267827542310104
SN2005az,r,53474.0,16.082796177908914,0.014190498254409762
SN2005bf,B,53497.0,16.70266287800149,0.004844145318442079
SN2005bf,V,53498.0,16.430125463535617,0.003938128622726936
SN2005bf,g,53498.0,16.502760869923662,0.004120476697453021
SN2005bf,i,53504.0,16.366707293013704,0.01010110106840839
SN2005bf,r,53499.0,16.370605890523116,0.006563908846274789
SN2005bf,u,53498.0,17.102533401384346,0.008624310538202099
SN2005bf,U,53498.0,16.31760299293742,0.011545027315179332
SN2005hg,R,53685.0,16.892891600773968,0.010739068042895874
SN2005hg,V,53683.0,17.571903152566794,0.009350661667003558
SN2005hg,r,53686.0,17.413702535528117,0.009478462365300378
SN2005hg,i,53687.0,17.313122784669513,0.01012279573047634
SN2005hg,B,53682.0,18.133534271389063,0.00986359752438035
SN2005hg,U,53680.0,18.22127227332428,0.01978814736983347
SN2005kf,V,53700.0,18.145786523879455,0.031804576416473274
SN2005kf,r,53700.0,17.861493394930978,0.01678986245624999
SN2005kf,i,53663.0,16.509546232894955,0.09491255891148527
SN2005kl,V,53704.0,16.804567847194622,0.016739569727806207
SN2005kl,r,53704.0,16.098750684406856,0.007789933667229508
SN2005kl,i,53702.0,15.400689155599688,0.010298627188739709
SN2005kl,B,53696.0,15.25805966407598,0.09200867028636413
SN2005mf,R,53736.0,17.672562171312354,0.010523277249558214
SN2005mf,V,53733.0,17.95798457856966,0.03672491123753832
SN2005mf,r,53734.0,17.91817878707779,0.014150520734062299
SN2005mf,i,53737.0,18.16055366792738,0.010971092292848032
SN2005mf,B,53734.0,18.904621864747917,0.020900799506255417
SN2006ck,i,53880.0,17.85115154631447,0.013874130982163653
SN2006ck,r,53880.0,17.966860050740912,0.01091114764857728
SN2006ck,V,53875.0,17.715377246128487,0.07945295719158418
SN2006ck,R,53881.0,17.71209494370484,0.019047274830569085
SN2006ep,B,53985.0,18.0046437440091,0.025737775138497912
SN2006ep,V,53988.0,17.403367316913002,0.007077260134053752
SN2006ep,g,53986.0,17.697640127923098,0.01196871535866597
SN2006ep,i,53991.0,17.066332682293243,0.013965899359571366
SN2006ep,r,53989.0,17.20751629480137,0.008303047345459651
SN2006fo,r,54008.0,17.34711056436648,0.004881911109479771
SN2006fo,i,54012.0,17.20252045950392,0.023018817559607378
SN2006fo,z,54013.0,17.28998791332295,0.008483496454734809
SN2006fo,g,54003.0,17.80551097421314,0.01813031944104347
SN2006fo,B,54004.0,18.11487987266076,0.04605954295308266
SN2006fo,V,54004.0,17.536885883791303,0.024154438389606587
SN2006fo,R,54006.0,16.523066768891784,0.01395021874754524
SN2006lc,r,54043.0,17.321566197646447,0.014604314370933727
SN2006lc,i,54044.0,17.161795918808888,0.013643507414410037
SN2006lc,z,54045.0,17.15802161831866,0.014782669916389353
SN2006lc,g,54041.0,18.03628691671865,0.02309134183155424
SN2006lc,B,54040.0,18.546201134774645,0.017318057167022345
SN2006lc,V,54041.0,17.68625920474496,0.016042744041370276
SN2006ld,i,54045.0,16.806103333916568,0.01748588249252301
SN2006ld,r,54045.0,16.976133043025094,0.015439042142823448
SN2006ld,V,54045.0,17.215426434358267,0.018659243425201102
SN2006lv,i,54044.0,17.66406103014491,0.01486356372680204
SN2006lv,V,54044.0,18.442771092264202,0.024192218494161567
SN2006lv,B,54042.0,16.931537673847274,0.16680835344626038
SN2006lv,r,54046.0,17.92303810749351,0.020887306367660646
SN2007ag,V,54170.0,18.40705682541664,0.01594857156580075
SN2007ag,i,54170.0,18.00413570884993,0.020313542962705492
SN2007ag,r,54170.0,18.06537715666915,0.03378525458331692
SN2007C,R,54118.0,15.498791812084601,0.00847941283701972
SN2007C,V,54115.0,16.08428568511471,0.01021438243987099
SN2007C,B,54114.0,17.23116298693923,0.023609639517663997
SN2007C,i,54119.0,15.542251921326027,0.030389776367799885
SN2007C,r,54118.0,15.770711953319152,0.0029497293932449742
SN2007C,g,54119.0,16.796960315783558,0.0034973206293579823
SN2007cl,i,54255.0,17.704363565553773,0.008619723989820721
SN2007cl,r,54254.0,17.61733901597201,0.007308905523037167
SN2007cl,V,54251.0,17.858171224671768,0.009228001299130087
SN2007gr,B,54337.0,13.499103422724643,0.009456400566659714
SN2007gr,I,54342.0,12.599682923539302,0.014482410222379906
SN2007gr,R,54339.0,12.741888692611617,0.010696463786655612
SN2007gr,U,54334.0,13.325885921250114,0.00968658062758411
SN2007gr,V,54339.0,12.893843588328972,0.008254111121539068
SN2007gr,r,54348.0,13.100159655775647,0.008231382078480586
SN2007gr,i,54349.0,13.207014369144172,0.010614152542375254
SN2007kj,B,54380.0,18.047197558804832,0.050112580110889246
SN2007kj,V,54381.0,17.679583578929172,0.004819213668429777
SN2007kj,g,54380.0,17.77709300539554,0.010041659853287626
SN2007kj,i,54384.0,17.621757211904573,0.007195307311265197
SN2007kj,r,54383.0,17.566122774566317,0.00455984244266287
SN2007uy,i,54485.0,15.606034033016515,0.0093048896412367
SN2007uy,r,54485.0,15.552897446286437,0.008105936301212731
SN2007uy,V,54481.0,15.753595431416448,0.006287029579801488
SN2007uy,B,54478.0,16.73178661944511,0.006338255798974439
SN2007uy,U,54475.0,16.727332371116702,0.037064689138573186
SN2007Y,U,54161.0,15.025846976029364,0.02803896845667637
SN2007Y,B,54163.0,15.635479057833404,0.006892304399517822
SN2007Y,V,54165.0,15.342745647385595,0.004842804232776666
SN2007Y,g,54163.0,15.438252725700242,0.006789908535018197
SN2007Y,i,54166.0,15.315955296675849,0.004780617658711431
SN2007Y,r,54166.0,15.291394862825145,0.004923770953794114
SN2007Y,u,54161.0,15.845732565526038,0.01117590255903
SN2008D,B,54491.0,18.384286464607445,0.027021984124699503
SN2008D,I,54497.0,16.168557161952652,0.035238169102719284
SN2008D,R,54495.0,16.76639111326567,0.036129672072582567
SN2008D,V,54492.0,17.343752232596586,0.014563083578923395
SN2008D,U,54477.0,18.789542963944104,0.05559629406755055
SN2008D,i,54496.0,16.6416584891641,0.010544195597712896
SN2008D,r,54494.0,16.987167988904247,0.021285773844453494
SN2009er,i,54986.0,17.25241245874279,0.009655658087542545
SN2009er,r,54984.0,17.18928355781524,0.007994406271879487
SN2009er,V,54982.0,17.25195162752078,0.009665016628846985
SN2009er,B,54973.0,17.503886266211968,0.08163253789075803
SN2009iz,i,55115.0,16.827597094852866,0.010296729201331279
SN2009iz,r,55111.0,16.857653605052956,0.009309227198939625
SN2009iz,V,55108.0,16.966509733039356,0.010408407198521612
SN2009iz,B,55106.0,17.51665445408239,0.0133391577988614
SN2009iz,u,55108.0,18.440119922919692,0.06588136182050669
SN2009jf,B,55120.0,15.628007623603798,0.01868428831677477
SN2009jf,I,55124.0,14.5562247029073,0.010329602784656782
SN2009jf,R,55123.0,14.792555790286757,0.009064030663446264
SN2009jf,U,55115.0,15.44617050109884,0.024017667667583592
SN2009jf,V,55125.0,15.193372530800186,0.04112784435626266
SN2009jf,i,55124.0,15.018126752374718,0.006733168147923711
SN2009jf,r,55123.0,15.009738497364893,0.005976672795553986
SN2011bm,i,55683.0,16.390513322123155,0.02122665189159323
SN2011bm,r,55685.0,16.343512280228495,0.02099417300647129
SN2011bm,g,55675.0,16.82486083658074,0.0261903378335636
SN2011bm,B,55672.0,17.023231726312762,0.020726254073374074
SN2011bm,I,55682.0,15.962273349563871,0.017101473066560176
SN2011bm,R,55684.0,16.142121640875825,0.019065685552479446
SN2011bm,V,55679.0,16.512405788848,0.015317587749330924
SN2011bm,U,55668.0,16.62028226239448,0.03364866676700626
SN2011bm,u,55669.0,17.428206521362284,0.03783504271122429
SN2011bm,z,55686.0,16.504479269170186,0.010829332610337134
SN2012au,B,56004.0,14.046620512683688,0.020497958786140053
SN2012au,U,56002.0,13.453457189029978,0.03892584645008715
SN2012au,V,56006.0,13.556143721197854,0.01656286622798247
SN2012P,r,55953.0,15.93665307838635,0.00646801172462066
SN2012P,i,55953.0,15.805911262644745,0.007580558904584664
SN2012P,B,55948.0,16.962121562838373,0.015735923139109795
SN2012P,z,55954.0,15.736604001808518,0.01404200948266633
SN2012P,g,55949.0,16.56046275606204,0.006954135938955732
SN2013ge,U,56609.0,15.056862609557633,0.0334511884436197
SN2013ge,B,56616.0,15.480542885554186,0.023001900809781362
SN2013ge,V,56621.0,14.824023702434689,0.018167433180932942
SN2013ge,I,56625.0,14.272205678655526,0.030666168940724225
SN2013ge,R,56622.0,14.583137936482135,0.019734400363260934
SN2013ge,r,56616.0,15.02874236977018,0.02912703734540353
SN2014C,U,56668.0,16.80247423263861,0.060619369510187746
SN2014C,B,56669.0,16.04494955325031,0.03616304800403576
SN2014C,V,56670.0,14.922283818027104,0.03606161514711646
SN2014L,B,56693.0,16.16943405627355,0.015187788081654024
SN2014L,I,56697.0,14.124987636002073,0.011899392020813918
SN2014L,R,56697.0,14.549492380761205,0.014904865250632438
SN2014L,V,56694.0,15.051908844804823,0.0046526704828574825
SN2014L,U,56692.0,16.441748579069042,0.021523423034111075
SN2015bn,V,57094.0,16.73937663531875,0.01092930117542416
SN2015bn,z,57113.0,17.07278588235465,0.0035498888140239274
SN2015bn,i,57105.0,16.932974475820874,0.0036152271046652595
SN2015bn,r,57099.0,16.840444985153614,0.0031819311142988714
SN2015bn,g,57090.0,16.81084058770529,0.004240679109121507
SN2015bn,U,57079.0,15.954843061981839,0.0056078409287694045
SN2015bn,B,57090.0,16.923698312785334,0.00500880700894636
SN2015bn,I,57100.0,16.546250282178587,0.006098170556217822
SN2015bn,R,57097.0,16.678979143514233,0.0030118598477563083
SN2015bn,u,57079.0,16.926728617144775,0.004544469350965396
SN2012hn,B,56032.0,19.871889215973418,0.025941399871317394
SN2012hn,B,56032.0,19.863372064255636,0.02762484653177694
SN2012hn,I,56035.0,16.682125182398543,0.015990113448823798
SN2012hn,R,56032.0,17.3010434569661,0.01524086796697285
SN2012hn,V,56032.0,17.95719863854808,0.020079436430609478
